SAMPLE_NAME,ATMOSPHERE,CRS,GROUP,QCWELL,TEST,gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,entrez,symbol,chr,start,end,strand,biotype,description,normalized_counts
Sample.Anaerobic.CRS.005.A07,anaerobic,CRS,group_5,A07,anaerobic_CRS,ENSG00000163739,26.441465456725272,2.2882831747350636,0.38921856468082594,3.546882063036626e-11,2.8797135469794365e-7,2919,CXCL1,4,73869393,73871242,1,protein_coding,C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602],48.65229816459085
Sample.Anaerobic.CRS.005.A07,anaerobic,CRS,group_5,A07,anaerobic_CRS,ENSG00000109079,6.378063044949757,0.021084069844451617,0.1132640057642363,0.28328609172112645,1,7126,TNFAIP1,17,28335602,28347009,1,protein_coding,TNF alpha induced protein 1 [Source:HGNC Symbol;Acc:HGNC:11894],5.613726711298945
Sample.Anaerobic.CRS.005.A07,anaerobic,CRS,group_5,A07,anaerobic_CRS,ENSG00000163735,176.27027733994922,1.1885965903269862,0.23062398968456993,4.0569975047423534e-10,2.195917516066878e-6,6374,CXCL5,4,73995642,73998779,-1,protein_coding,C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642],234.84090075600585
Sample.Anaerobic.CRS.005.A07,anaerobic,CRS,group_5,A07,anaerobic_CRS,ENSG00000163734,7.677222760705165,1.5027090504886473,0.5849991063473858,3.6330312173424616e-6,0.00453793545440053,2921,CXCL3,4,74036589,74038807,-1,protein_coding,C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604],14.034316778247362
Sample.Anaerobic.CRS.005.A08,anaerobic,CRS,group_5,A08,anaerobic_CRS,ENSG00000163739,26.441465456725272,2.2882831747350636,0.38921856468082594,3.546882063036626e-11,2.8797135469794365e-7,2919,CXCL1,4,73869393,73871242,1,protein_coding,C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602],40.73867382405889
Sample.Anaerobic.CRS.005.A08,anaerobic,CRS,group_5,A08,anaerobic_CRS,ENSG00000109079,6.378063044949757,0.021084069844451617,0.1132640057642363,0.28328609172112645,1,7126,TNFAIP1,17,28335602,28347009,1,protein_coding,TNF alpha induced protein 1 [Source:HGNC Symbol;Acc:HGNC:11894],6.631877134149121
Sample.Anaerobic.CRS.005.A08,anaerobic,CRS,group_5,A08,anaerobic_CRS,ENSG00000163735,176.27027733994922,1.1885965903269862,0.23062398968456993,4.0569975047423534e-10,2.195917516066878e-6,6374,CXCL5,4,73995642,73998779,-1,protein_coding,C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642],228.3260556185626
Sample.Anaerobic.CRS.005.A08,anaerobic,CRS,group_5,A08,anaerobic_CRS,ENSG00000163734,7.677222760705165,1.5027090504886473,0.5849991063473858,3.6330312173424616e-6,0.00453793545440053,2921,CXCL3,4,74036589,74038807,-1,protein_coding,C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604],14.211165287462403
Sample.Anaerobic.CRS.005.A09,anaerobic,CRS,group_5,A09,anaerobic_CRS,ENSG00000163739,26.441465456725272,2.2882831747350636,0.38921856468082594,3.546882063036626e-11,2.8797135469794365e-7,2919,CXCL1,4,73869393,73871242,1,protein_coding,C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602],24.619748502780087
Sample.Anaerobic.CRS.005.A09,anaerobic,CRS,group_5,A09,anaerobic_CRS,ENSG00000109079,6.378063044949757,0.021084069844451617,0.1132640057642363,0.28328609172112645,1,7126,TNFAIP1,17,28335602,28347009,1,protein_coding,TNF alpha induced protein 1 [Source:HGNC Symbol;Acc:HGNC:11894],4.734567019765401
Sample.Anaerobic.CRS.005.A09,anaerobic,CRS,group_5,A09,anaerobic_CRS,ENSG00000163735,176.27027733994922,1.1885965903269862,0.23062398968456993,4.0569975047423534e-10,2.195917516066878e-6,6374,CXCL5,4,73995642,73998779,-1,protein_coding,C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642],197.9049014261938
Sample.Anaerobic.CRS.005.A09,anaerobic,CRS,group_5,A09,anaerobic_CRS,ENSG00000163734,7.677222760705165,1.5027090504886473,0.5849991063473858,3.6330312173424616e-6,0.00453793545440053,2921,CXCL3,4,74036589,74038807,-1,protein_coding,C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604],11.362960847436963
Sample.Anaerobic.CRS.006.A08,anaerobic,CRS,group_6,A08,anaerobic_CRS,ENSG00000163739,26.441465456725272,2.2882831747350636,0.38921856468082594,3.546882063036626e-11,2.8797135469794365e-7,2919,CXCL1,4,73869393,73871242,1,protein_coding,C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602],24.79219395149878
Sample.Anaerobic.CRS.006.A08,anaerobic,CRS,group_6,A08,anaerobic_CRS,ENSG00000109079,6.378063044949757,0.021084069844451617,0.1132640057642363,0.28328609172112645,1,7126,TNFAIP1,17,28335602,28347009,1,protein_coding,TNF alpha induced protein 1 [Source:HGNC Symbol;Acc:HGNC:11894],11.900253096719414
Sample.Anaerobic.CRS.006.A08,anaerobic,CRS,group_6,A08,anaerobic_CRS,ENSG00000163735,176.27027733994922,1.1885965903269862,0.23062398968456993,4.0569975047423534e-10,2.195917516066878e-6,6374,CXCL5,4,73995642,73998779,-1,protein_coding,C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642],129.91109630585362
Sample.Anaerobic.CRS.006.A08,anaerobic,CRS,group_6,A08,anaerobic_CRS,ENSG00000163734,7.677222760705165,1.5027090504886473,0.5849991063473858,3.6330312173424616e-6,0.00453793545440053,2921,CXCL3,4,74036589,74038807,-1,protein_coding,C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604],7.93350206447961
Sample.Anaerobic.CRS.006.A09,anaerobic,CRS,group_6,A09,anaerobic_CRS,ENSG00000163739,26.441465456725272,2.2882831747350636,0.38921856468082594,3.546882063036626e-11,2.8797135469794365e-7,2919,CXCL1,4,73869393,73871242,1,protein_coding,C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602],133.48414336896653
Sample.Anaerobic.CRS.006.A09,anaerobic,CRS,group_6,A09,anaerobic_CRS,ENSG00000109079,6.378063044949757,0.021084069844451617,0.1132640057642363,0.28328609172112645,1,7126,TNFAIP1,17,28335602,28347009,1,protein_coding,TNF alpha induced protein 1 [Source:HGNC Symbol;Acc:HGNC:11894],5.680176313573043
Sample.Anaerobic.CRS.006.A09,anaerobic,CRS,group_6,A09,anaerobic_CRS,ENSG00000163735,176.27027733994922,1.1885965903269862,0.23062398968456993,4.0569975047423534e-10,2.195917516066878e-6,6374,CXCL5,4,73995642,73998779,-1,protein_coding,C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642],378.67842090486954
Sample.Anaerobic.CRS.006.A09,anaerobic,CRS,group_6,A09,anaerobic_CRS,ENSG00000163734,7.677222760705165,1.5027090504886473,0.5849991063473858,3.6330312173424616e-6,0.00453793545440053,2921,CXCL3,4,74036589,74038807,-1,protein_coding,C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604],28.400881567865216
